subject,room_condition,target_distance,block,perc_dist_sd,perc_dist_sem,perc_dist_var,perc_dist_n,perc_dist,rel_bias_signed_sd,rel_bias_signed_sem,rel_bias_signed_var,rel_bias_signed_n,rel_bias_signed,rel_bias_unsigned_sd,rel_bias_unsigned_sem,rel_bias_unsigned_var,rel_bias_unsigned_n,rel_bias_unsigned,abs_bias_sd,abs_bias_sem,abs_bias_var,abs_bias_n
25,Coincident VE,2.7,1,1,0.5773502691896258,1,3,1.5,0.37037037037037035,0.21383343303319474,0.13717421124828533,3,-0.4444444444444445,0.37037037037037035,0.21383343303319474,0.13717421124828533,3,0.4444444444444445,1,0.5773502691896258,1,3
27,Coincident VE,2.7,1,0.28867513459481287,0.16666666666666666,0.08333333333333333,3,2.3333333333333335,0.10691671651659736,0.06172839506172839,0.011431184270690441,3,-0.13580246913580252,0.10691671651659736,0.06172839506172839,0.011431184270690441,3,0.13580246913580252,0.28867513459481287,0.16666666666666666,0.08333333333333333,3
29,Coincident VE,2.7,1,0.5773502691896257,0.3333333333333333,0.3333333333333333,3,1.3333333333333333,0.21383343303319471,0.12345679012345678,0.04572473708276177,3,-0.5061728395061729,0.21383343303319471,0.12345679012345678,0.04572473708276177,3,0.5061728395061729,0.5773502691896257,0.3333333333333333,0.3333333333333333,3
31,Coincident VE,2.7,1,0.05773502691896258,0.03333333333333334,0.0033333333333333335,3,0.13333333333333333,0.021383343303319504,0.012345679012345697,4.572473708276191e-4,3,-0.9506172839506172,0.021383343303319504,0.012345679012345697,4.572473708276191e-4,3,0.9506172839506172,0.05773502691896263,0.03333333333333337,0.003333333333333339,3
33,Coincident VE,2.7,1,1.7320508075688772,1,3,3,3,0.6415002990995842,0.3703703703703704,0.4115226337448559,3,0.11111111111111105,0.34213349285311145,0.19753086419753083,0.11705532693187008,3,0.4567901234567901,0.923760430703401,0.5333333333333332,0.8533333333333329,3
35,Coincident VE,2.7,1,0,0,0,3,1,0,0,0,3,-0.6296296296296297,0,0,0,3,0.6296296296296297,0,0,0,3
37,Coincident VE,2.7,1,0.5773502691896257,0.3333333333333333,0.3333333333333333,3,3.3333333333333335,0.21383343303319471,0.12345679012345678,0.04572473708276177,3,0.23456790123456783,0.21383343303319471,0.12345679012345678,0.04572473708276177,3,0.23456790123456783,0.5773502691896257,0.3333333333333333,0.3333333333333333,3
39,Coincident VE,2.7,1,0,0,0,3,1,0,0,0,3,-0.6296296296296297,0,0,0,3,0.6296296296296297,0,0,0,3
41,Coincident VE,2.7,1,0.28867513459481287,0.16666666666666666,0.08333333333333333,3,1.6666666666666667,0.10691671651659736,0.06172839506172839,0.011431184270690443,3,-0.3827160493827161,0.10691671651659736,0.06172839506172839,0.011431184270690443,3,0.3827160493827161,0.28867513459481287,0.16666666666666666,0.08333333333333333,3
43,Coincident VE,2.7,1,0.12583057392117916,0.0726483157256779,0.015833333333333335,3,0.38333333333333336,0.04660391626710338,0.02690678360210292,0.002171925011431183,3,-0.8580246913580247,0.04660391626710338,0.02690678360210292,0.002171925011431183,3,0.8580246913580247,0.12583057392117916,0.0726483157256779,0.01583333333333333,3
47,Coincident VE,2.7,1,2,1.1547005383792517,4,3,3,0.7407407407407407,0.4276668660663895,0.5486968449931412,3,0.11111111111111105,0.38011862514421363,0.2194615905510022,0.1444901691815272,3,0.5308641975308641,1.026320287889377,0.592546294487706,1.0533333333333335,3
49,Coincident VE,2.7,1,0.20816659994661332,0.12018504251546634,0.043333333333333356,3,0.8666666666666667,0.07709874072096788,0.04451297870943197,0.005944215820759031,3,-0.6790123456790124,0.07709874072096788,0.04451297870943197,0.005944215820759031,3,0.6790123456790124,0.20816659994661324,0.1201850425154663,0.04333333333333332,3
1,Smaller VE,2.7,1,0.264575131106459,0.15275252316519466,0.06999999999999999,3,1.7,0.09799078929868854,0.056575008579701734,0.009602194787379972,3,-0.3703703703703704,0.09799078929868854,0.056575008579701734,0.009602194787379972,3,0.3703703703703704,0.264575131106459,0.15275252316519466,0.06999999999999999,3
3,Smaller VE,2.7,1,0.17320508075688776,0.10000000000000002,0.03000000000000001,3,0.7999999999999999,0.06415002990995838,0.03703703703703702,0.004115226337448555,3,-0.7037037037037037,0.06415002990995838,0.03703703703703702,0.004115226337448555,3,0.7037037037037037,0.17320508075688762,0.09999999999999994,0.029999999999999964,3
7,Smaller VE,2.7,1,0.28867513459481287,0.16666666666666666,0.08333333333333333,3,0.6666666666666666,0.1069167165165974,0.06172839506172842,0.01143118427069045,3,-0.7530864197530864,0.1069167165165974,0.06172839506172842,0.01143118427069045,3,0.7530864197530864,0.28867513459481287,0.16666666666666666,0.08333333333333333,3
9,Smaller VE,2.7,1,0,0,0,3,1,0,0,0,3,-0.6296296296296297,0,0,0,3,0.6296296296296297,0,0,0,3
11,Smaller VE,2.7,1,0.8660254037844386,0.5,0.75,3,2,0.3207501495497921,0.1851851851851852,0.10288065843621398,3,-0.2592592592592593,0.19245008972987532,0.11111111111111116,0.03703703703703706,3,0.3333333333333333,0.5196152422706635,0.30000000000000016,0.27000000000000024,3
12,Smaller VE,2.7,1,0.28867513459481287,0.16666666666666666,0.08333333333333333,3,0.6666666666666666,0.1069167165165974,0.06172839506172842,0.01143118427069045,3,-0.7530864197530864,0.1069167165165974,0.06172839506172842,0.01143118427069045,3,0.7530864197530864,0.28867513459481287,0.16666666666666666,0.08333333333333333,3
14,Smaller VE,2.7,1,0.5773502691896257,0.3333333333333333,0.3333333333333333,3,1.3333333333333333,0.21383343303319471,0.12345679012345678,0.04572473708276177,3,-0.5061728395061729,0.21383343303319471,0.12345679012345678,0.04572473708276177,3,0.5061728395061729,0.5773502691896257,0.3333333333333333,0.3333333333333333,3
16,Smaller VE,2.7,1,0.28867513459481287,0.16666666666666666,0.08333333333333333,3,1.1666666666666667,0.10691671651659736,0.06172839506172839,0.011431184270690443,3,-0.5679012345679013,0.10691671651659736,0.06172839506172839,0.011431184270690443,3,0.5679012345679013,0.28867513459481287,0.16666666666666666,0.08333333333333333,3
18,Smaller VE,2.7,1,0.5131601439446883,0.29627314724385295,0.2633333333333333,3,0.9333333333333333,0.19005931257210684,0.10973079527550111,0.03612254229538181,3,-0.654320987654321,0.19005931257210684,0.10973079527550111,0.03612254229538181,3,0.654320987654321,0.5131601439446883,0.29627314724385295,0.2633333333333333,3
20,Smaller VE,2.7,1,0.21794494717703367,0.12583057392117916,0.0475,3,0.25,0.08072035080630874,0.046603916267103376,0.006515775034293547,3,-0.9074074074074074,0.08072035080630874,0.046603916267103376,0.006515775034293547,3,0.9074074074074074,0.21794494717703367,0.12583057392117916,0.047499999999999994,3
22,Smaller VE,2.7,1,2,1.1547005383792517,4,3,3,0.7407407407407407,0.4276668660663895,0.5486968449931412,3,0.11111111111111105,0.38011862514421363,0.2194615905510022,0.1444901691815272,3,0.5308641975308641,1.026320287889377,0.592546294487706,1.0533333333333335,3
24,Smaller VE,2.7,1,0.28867513459481287,0.16666666666666666,0.08333333333333333,3,1.1666666666666667,0.10691671651659736,0.06172839506172839,0.011431184270690443,3,-0.5679012345679013,0.10691671651659736,0.06172839506172839,0.011431184270690443,3,0.5679012345679013,0.28867513459481287,0.16666666666666666,0.08333333333333333,3
26,Smaller VE,2.7,1,0.11547005383792519,0.0666666666666667,0.013333333333333343,3,0.6666666666666666,0.042766686606638946,0.02469135802469136,0.0018289894833104707,3,-0.7530864197530864,0.042766686606638946,0.02469135802469136,0.0018289894833104707,3,0.7530864197530864,0.11547005383792512,0.06666666666666665,0.013333333333333327,3
28,Smaller VE,2.7,1,1.5275252316519468,0.881917103688197,2.3333333333333335,3,4.666666666666667,0.5657500857970172,0.3266359643289618,0.3200731595793324,3,0.728395061728395,0.5657500857970172,0.3266359643289618,0.3200731595793324,3,0.728395061728395,1.5275252316519468,0.881917103688197,2.3333333333333335,3
30,Smaller VE,2.7,1,0.11547005383792512,0.06666666666666665,0.013333333333333327,3,0.9333333333333333,0.042766686606638946,0.02469135802469136,0.0018289894833104707,3,-0.654320987654321,0.042766686606638946,0.02469135802469136,0.0018289894833104707,3,0.654320987654321,0.11547005383792512,0.06666666666666665,0.013333333333333327,3
34,Smaller VE,2.7,1,1.5275252316519468,0.881917103688197,2.3333333333333335,3,3.3333333333333335,0.5657500857970172,0.3266359643289618,0.3200731595793324,3,0.23456790123456783,0.3919631571947541,0.2263000343188069,0.15363511659807952,3,0.4074074074074074,1.058300524425836,0.6110100926607787,1.1199999999999999,3
36,Smaller VE,2.7,1,0.5773502691896257,0.3333333333333333,0.3333333333333333,3,0.8333333333333334,0.21383343303319474,0.12345679012345681,0.045724737082761785,3,-0.6913580246913581,0.21383343303319474,0.12345679012345681,0.045724737082761785,3,0.6913580246913581,0.5773502691896257,0.3333333333333333,0.3333333333333333,3
37,Smaller VE,2.7,1,0.8036375634160796,0.46398036356916855,0.6458333333333334,3,3.4166666666666665,0.2976435420059554,0.17184457909969203,0.08859167809785093,3,0.265432098765432,0.21356597397538502,0.12330237256443316,0.04561042524005483,3,0.31481481481481477,0.5766281297335396,0.33291640592396954,0.3324999999999998,3
40,Smaller VE,2.7,1,0.28867513459481287,0.16666666666666666,0.08333333333333333,3,1.8333333333333333,0.10691671651659736,0.06172839506172839,0.011431184270690443,3,-0.3209876543209877,0.10691671651659736,0.06172839506172839,0.011431184270690443,3,0.3209876543209877,0.28867513459481287,0.16666666666666666,0.08333333333333333,3
42,Smaller VE,2.7,1,0.2645751311064591,0.1527525231651947,0.07,3,0.7,0.09799078929868855,0.05657500857970174,0.009602194787379975,3,-0.7407407407407408,0.09799078929868855,0.05657500857970174,0.009602194787379975,3,0.7407407407407408,0.264575131106459,0.15275252316519466,0.06999999999999999,3
44,Smaller VE,2.7,1,1.0408329997330663,0.6009252125773316,1.0833333333333333,3,1.8333333333333333,0.38549370360483937,0.22256489354715983,0.14860539551897575,3,-0.3209876543209877,0.26276292165176257,0.15170624354869766,0.0690443529949703,3,0.3950617283950617,0.7094598884597589,0.40960685758148374,0.5033333333333336,3
46,Smaller VE,2.7,1,0.37383151285037486,0.15261607604268518,0.13974999999999999,6,0.525,0.13845611587050918,0.05652447260840191,0.019170096021947868,6,-0.8055555555555556,0.13845611587050918,0.05652447260840191,0.019170096021947868,6,0.8055555555555556,0.37383151285037486,0.15261607604268518,0.13974999999999999,6
48,Smaller VE,2.7,1,0.20816659994661327,0.12018504251546631,0.043333333333333335,3,0.6333333333333333,0.07709874072096788,0.04451297870943197,0.005944215820759031,3,-0.7654320987654321,0.07709874072096788,0.04451297870943197,0.005944215820759031,3,0.7654320987654321,0.20816659994661338,0.12018504251546638,0.043333333333333376,3
50,Smaller VE,2.7,1,0.5,0.2886751345948129,0.25,3,1.5,0.18518518518518517,0.10691671651659737,0.034293552812071325,3,-0.4444444444444445,0.18518518518518517,0.10691671651659737,0.034293552812071325,3,0.4444444444444445,0.5,0.2886751345948129,0.25,3
2,Coincident VE,3.65,1,0.36170890690351176,0.2088327347690278,0.13083333333333336,3,0.38333333333333336,0.09909833065849645,0.05721444788192547,0.009820479139300698,3,-0.8949771689497716,0.09909833065849645,0.05721444788192547,0.009820479139300698,3,0.8949771689497716,0.36170890690351193,0.20883273476902792,0.13083333333333344,3
4,Coincident VE,3.65,1,1.7320508075688772,1,3,3,3,0.47453446782708963,0.273972602739726,0.2251829611559392,3,-0.17808219178082188,0.04745344678270893,0.027397260273972584,0.0022518296115593885,3,0.4246575342465753,0.17320508075688762,0.09999999999999994,0.029999999999999964,3
6,Coincident VE,3.65,1,0,0,0,3,1,0,0,0,3,-0.726027397260274,0,0,0,3,0.726027397260274,0,0,0,3
8,Coincident VE,3.65,1,0.8036375634160796,0.46398036356916855,0.6458333333333334,3,4.916666666666667,0.22017467490851497,0.12711790782716947,0.04847688747107025,3,0.34703196347031967,0.22017467490851497,0.12711790782716947,0.04847688747107025,3,0.34703196347031967,0.8036375634160796,0.46398036356916855,0.6458333333333334,3
10,Coincident VE,3.65,1,0.7637626158259734,0.4409585518440985,0.5833333333333334,3,1.6666666666666667,0.20925003173314338,0.12081056214906807,0.043785575780321516,3,-0.54337899543379,0.20925003173314338,0.12081056214906807,0.043785575780321516,3,0.54337899543379,0.7637626158259734,0.4409585518440985,0.5833333333333334,3
13,Coincident VE,3.65,1,0,0,0,3,1,0,0,0,3,-0.726027397260274,0,0,0,3,0.726027397260274,0,0,0,3
15,Coincident VE,3.65,1,0.2843120351538664,0.1641476300299351,0.08083333333333335,3,1.2333333333333334,0.07789370826133327,0.04497195343285894,0.006067429786701698,3,-0.6621004566210046,0.07789370826133327,0.04497195343285894,0.006067429786701698,3,0.6621004566210046,0.2843120351538665,0.16414763002993518,0.08083333333333342,3
