"nsub" "nbloque" "trial" "distancia" "respuesta" "condicion_sala"
14 2 3 3.65 2 "Larger VE"
14 2 5 6.65 3 "Larger VE"
14 2 4 4.9 4 "Larger VE"
14 2 6 9 5 "Larger VE"
14 2 2 2.7 2 "Larger VE"
14 2 3 3.65 2 "Larger VE"
14 2 5 6.65 3 "Larger VE"
14 2 3 3.65 2 "Larger VE"
14 2 1 2 1 "Larger VE"
14 2 4 4.9 2 "Larger VE"
14 2 6 9 3 "Larger VE"
15 1 1 2 0.5 "No Visual Info"
15 1 4 4.9 1.5 "No Visual Info"
15 1 2 2.7 1.5 "No Visual Info"
15 1 4 4.9 2 "No Visual Info"
15 1 6 9 3 "No Visual Info"
15 1 5 6.65 3.5 "No Visual Info"
15 1 5 6.65 3.5 "No Visual Info"
15 1 4 4.9 2 "No Visual Info"
15 1 1 2 0.5 "No Visual Info"
15 1 6 9 3.5 "No Visual Info"
15 1 3 3.65 1.5 "No Visual Info"
15 1 6 9 3.5 "No Visual Info"
15 1 2 2.7 1 "No Visual Info"
15 1 2 2.7 0.5 "No Visual Info"
15 1 5 6.65 3.5 "No Visual Info"
15 1 1 2 0.5 "No Visual Info"
15 1 3 3.65 1 "No Visual Info"
15 1 3 3.65 1.5 "No Visual Info"
15 2 1 2 1 "Larger VE"
15 2 2 2.7 1 "Larger VE"
15 2 1 2 1 "Larger VE"
15 2 3 3.65 1.5 "Larger VE"
15 2 6 9 2 "Larger VE"
15 2 3 3.65 1.5 "Larger VE"
15 2 2 2.7 1 "Larger VE"
15 2 3 3.65 1.5 "Larger VE"
15 2 6 9 2.5 "Larger VE"
15 2 1 2 1 "Larger VE"
15 2 4 4.9 2 "Larger VE"
15 2 4 4.9 2 "Larger VE"
15 2 5 6.65 3 "Larger VE"
15 2 4 4.9 2 "Larger VE"
15 2 6 9 3 "Larger VE"
15 2 2 2.7 1 "Larger VE"
15 2 5 6.65 2 "Larger VE"
15 2 5 6.65 3 "Larger VE"
16 1 2 2.7 3 "No Visual Info"
16 1 2 2.7 3.5 "No Visual Info"
16 1 4 4.9 4 "No Visual Info"
16 1 6 9 4 "No Visual Info"
16 1 5 6.65 3.5 "No Visual Info"
16 1 5 6.65 3.5 "No Visual Info"
16 1 6 9 5 "No Visual Info"
16 1 6 9 5 "No Visual Info"
16 1 3 3.65 3 "No Visual Info"
16 1 1 2 2 "No Visual Info"
16 1 4 4.9 4 "No Visual Info"
16 1 3 3.65 3 "No Visual Info"
16 1 1 2 0.5 "No Visual Info"
16 1 1 2 0.25 "No Visual Info"
16 1 5 6.65 6 "No Visual Info"
16 1 4 4.9 2 "No Visual Info"
16 1 2 2.7 1 "No Visual Info"
16 1 3 3.65 1 "No Visual Info"
16 2 5 6.65 1.5 "Larger VE"
16 2 4 4.9 1 "Larger VE"
16 2 1 2 0.5 "Larger VE"
16 2 2 2.7 1.5 "Larger VE"
16 2 5 6.65 3 "Larger VE"
16 2 3 3.65 4 "Larger VE"
16 2 4 4.9 3 "Larger VE"
16 2 1 2 1 "Larger VE"
16 2 5 6.65 5 "Larger VE"
16 2 4 4.9 2 "Larger VE"
16 2 3 3.65 4 "Larger VE"
16 2 2 2.7 1 "Larger VE"
16 2 3 3.65 2 "Larger VE"
16 2 6 9 2.5 "Larger VE"
16 2 2 2.7 1 "Larger VE"
16 2 6 9 5 "Larger VE"
16 2 1 2 1 "Larger VE"
16 2 6 9 4 "Larger VE"
2 1 6 9 2 "No Visual Info"
2 1 6 9 2.5 "No Visual Info"
2 1 3 3.65 1.5 "No Visual Info"
2 1 4 4.9 1.5 "No Visual Info"
2 1 5 6.65 2 "No Visual Info"
2 1 2 2.7 0.5 "No Visual Info"
2 1 6 9 2 "No Visual Info"
2 1 1 2 0.3 "No Visual Info"
2 1 4 4.9 0.7 "No Visual Info"
2 1 2 2.7 0.5 "No Visual Info"
2 1 1 2 0.3 "No Visual Info"
2 1 1 2 0.2 "No Visual Info"
2 1 3 3.65 0.7 "No Visual Info"
2 1 5 6.65 2 "No Visual Info"
2 1 2 2.7 1 "No Visual Info"
2 1 3 3.65 1.5 "No Visual Info"
2 1 4 4.9 2 "No Visual Info"
2 1 5 6.65 3 "No Visual Info"
2 2 4 4.9 2 "Larger VE"
2 2 6 9 2.5 "Larger VE"
2 2 2 2.7 0.3 "Larger VE"
2 2 2 2.7 0.3 "Larger VE"
2 2 5 6.65 2 "Larger VE"
2 2 4 4.9 1 "Larger VE"
2 2 2 2.7 0.5 "Larger VE"
2 2 5 6.65 2.5 "Larger VE"
2 2 6 9 3 "Larger VE"
2 2 1 2 0.3 "Larger VE"
2 2 3 3.65 0.5 "Larger VE"
2 2 3 3.65 1 "Larger VE"
2 2 6 9 2.5 "Larger VE"
2 2 5 6.65 1.5 "Larger VE"
2 2 1 2 0.3 "Larger VE"
2 2 1 2 0.3 "Larger VE"
2 2 4 4.9 1 "Larger VE"
2 2 3 3.65 1.5 "Larger VE"
