"nsub" "nbloque" "trial" "distancia" "respuesta" "condicion_sala"
8 2 3 3.65 6 "VISUAL"
8 2 3 3.65 2 "VISUAL"
8 2 4 4.9 3 "VISUAL"
8 2 1 2 1 "VISUAL"
8 2 1 2 2 "VISUAL"
8 2 5 6.65 3 "VISUAL"
8 2 6 9 8 "VISUAL"
9 1 1 2 1 "OSCURAS"
9 1 2 2.7 1.7 "OSCURAS"
9 1 4 4.9 2.5 "OSCURAS"
9 1 4 4.9 2.5 "OSCURAS"
9 1 6 9 3 "OSCURAS"
9 1 2 2.7 2 "OSCURAS"
9 1 5 6.65 3 "OSCURAS"
9 1 3 3.65 2.5 "OSCURAS"
9 1 2 2.7 1.8 "OSCURAS"
9 1 1 2 1.5 "OSCURAS"
9 1 4 4.9 2 "OSCURAS"
9 1 6 9 2 "OSCURAS"
9 1 1 2 1.5 "OSCURAS"
9 1 6 9 3.2 "OSCURAS"
9 1 3 3.65 2 "OSCURAS"
9 1 3 3.65 1.9 "OSCURAS"
9 1 5 6.65 2.5 "OSCURAS"
9 1 5 6.65 3.5 "OSCURAS"
9 2 3 3.65 2 "VISUAL"
9 2 1 2 1.5 "VISUAL"
9 2 1 2 1.5 "VISUAL"
9 2 3 3.65 2 "VISUAL"
9 2 2 2.7 2 "VISUAL"
9 2 5 6.65 3.5 "VISUAL"
9 2 6 9 5 "VISUAL"
9 2 4 4.9 3 "VISUAL"
9 2 5 6.65 4 "VISUAL"
9 2 3 3.65 3 "VISUAL"
9 2 6 9 5 "VISUAL"
9 2 2 2.7 1.5 "VISUAL"
9 2 2 2.7 2 "VISUAL"
9 2 4 4.9 3 "VISUAL"
9 2 5 6.65 5 "VISUAL"
9 2 4 4.9 3 "VISUAL"
9 2 6 9 5 "VISUAL"
9 2 1 2 1.5 "VISUAL"
